form,tags
halbrenés,"['masculine', 'plural']"
haletant,
haletante,
haletante,"['feminine', 'singular']"
haletantes,
haletantes,"['feminine', 'plural']"
haletants,
haletants,"['masculine', 'plural']"
halieutique,
halieutiques,['plural']
hallucinant,
hallucinante,
hallucinante,"['feminine', 'singular']"
hallucinantes,"['feminine', 'plural']"
hallucinantes,
hallucinants,"['masculine', 'plural']"
hallucinants,
hallucinatoire,
hallucinatoires,
hallucinatoires,['plural']
hallucinogène,
hallucinogènes,['plural']
hallucinogènes,
halogénant,
halogénante,
halogénante,"['feminine', 'singular']"
halogénantes,
halogénantes,"['feminine', 'plural']"
halogénants,"['masculine', 'plural']"
halogénants,
halogénohydrique,
halogénohydriques,['plural']
halogénohydriques,
halogéné,
halogénée,
halogénée,"['feminine', 'singular']"
halogénées,
halogénées,"['feminine', 'plural']"
halogénés,
halogénés,"['masculine', 'plural']"
halophile,
halophiles,['plural']
halophiles,
haloïde,
haloïdes,
haloïdes,['plural']
hambourgeois,"['masculine', 'plural']"
hambourgeoise,
hambourgeoise,"['feminine', 'singular']"
hambourgeoises,"['feminine', 'plural']"
hambourgeoises,
hamdanide,
hamdanides,['plural']
hami,
hamie,"['feminine', 'singular']"
hamies,"['feminine', 'plural']"
hamiltonien,
hamiltonienne,
hamiltonienne,"['feminine', 'singular']"
hamiltoniennes,"['feminine', 'plural']"
hamiltoniennes,
hamiltoniens,"['masculine', 'plural']"
hamiltoniens,
hamis,"['masculine', 'plural']"
hamitique,
hamitiques,['plural']
hammudite,
hammudites,
hammudites,['plural']
hanbalite,
hanbalites,
hanbalites,['plural']
handicapant,
handicapante,
handicapante,"['feminine', 'singular']"
handicapantes,"['feminine', 'plural']"
handicapantes,
handicapants,
handicapants,"['masculine', 'plural']"
handicapé,
handicapée,"['feminine', 'singular']"
handicapées,"['feminine', 'plural']"
handicapés,"['masculine', 'plural']"
hanovrien,
hanovrienne,"['feminine', 'singular']"
hanovrienne,
hanovriennes,
hanovriennes,"['feminine', 'plural']"
hanovriens,"['masculine', 'plural']"
hanovriens,
hanséatique,
hanséatiques,
hanséatiques,['plural']
hanéfite,
hanéfites,['plural']
hanéfites,
haplodiploïde,
haplodiploïdes,['plural']
haplodiploïdes,
haploïde,
haploïdes,
haploïdes,['plural']
haptique,
haptiques,['plural']
haptiques,
haptogène,
haptogènes,['plural']
haptogènes,
harapéen,
harapéenne,"['feminine', 'singular']"
harapéenne,
harapéennes,
harapéennes,"['feminine', 'plural']"
harapéens,"['masculine', 'plural']"
harapéens,
harassant,
harassante,
harassante,"['feminine', 'singular']"
harassantes,"['feminine', 'plural']"
harassantes,
harassants,"['masculine', 'plural']"
harassants,
harcelant,
harcelante,
harcelante,"['feminine', 'singular']"
harcelantes,"['feminine', 'plural']"
harcelantes,
harcelants,"['masculine', 'plural']"
harcelants,
harceleur,
harceleurs,"['masculine', 'plural']"
harceleuse,"['feminine', 'singular']"
harceleuses,"['feminine', 'plural']"
harceleuses,
hard,
hardi,
hardie,
hardie,"['feminine', 'singular']"
hardies,
hardies,"['feminine', 'plural']"
hardis,
hardis,"['masculine', 'plural']"
hards,
hards,['plural']
hargneuse,
hargneuse,"['feminine', 'singular']"
hargneuses,
hargneuses,"['feminine', 'plural']"
hargneux,"['masculine', 'plural']"
harmonieuse,"['feminine', 'singular']"
harmonieuse,
harmonieuses,
harmonieuses,"['feminine', 'plural']"
harmonieux,"['masculine', 'plural']"
harmonique,
harmoniques,
harmoniques,['plural']
hasardeuse,"['feminine', 'singular']"
hasardeuse,
hasardeuses,"['feminine', 'plural']"
hasardeuses,
hasardeux,"['masculine', 'plural']"
hassidique,
hassidiques,
hassidiques,['plural']
hasté,
hastée,"['feminine', 'singular']"
hastées,
hastées,"['feminine', 'plural']"
hastés,"['masculine', 'plural']"
haussier,
haussiers,
haussiers,"['masculine', 'plural']"
haussière,
haussière,"['feminine', 'singular']"
haussières,"['feminine', 'plural']"
haussières,
haussmannien,
haussmannienne,
haussmannienne,"['feminine', 'singular']"
haussmanniennes,
haussmanniennes,"['feminine', 'plural']"
haussmanniens,
haussmanniens,"['masculine', 'plural']"
haut,
haut comme trois pommes,
haut de gamme,
haut débit,
haut débits,
haut en couleur,
haut placé,
haut placée,"['feminine', 'singular']"
haut placées,"['feminine', 'plural']"
haut placés,"['masculine', 'plural']"
haut sur cravate,
hautain,
hautaine,
hautaine,"['feminine', 'singular']"
hautaines,
hautaines,"['feminine', 'plural']"
hautains,"['masculine', 'plural']"
hautains,
haute,"['feminine', 'singular']"
haute,
haute comme trois pommes,"['feminine', 'singular']"
haute comme trois pommes,
haute en couleur,
haute en couleur,"['feminine', 'singular']"
haute sur cravate,"['feminine', 'singular']"
hautes,
hautes,"['feminine', 'plural']"
hautes comme trois pommes,"['feminine', 'plural']"
hautes comme trois pommes,
hautes en couleur,"['feminine', 'plural']"
hautes en couleur,
hautes sur cravate,"['feminine', 'plural']"
hauts,
hauts,"['masculine', 'plural']"
hauts comme trois pommes,"['masculine', 'plural']"
hauts comme trois pommes,
hauts de gamme,
hauts en couleur,
hauts en couleur,"['masculine', 'plural']"
hauts sur cravate,"['masculine', 'plural']"
hauturier,
hauturiers,"['masculine', 'plural']"
hauturiers,
hauturière,"['feminine', 'singular']"
hauturière,
hauturières,"['feminine', 'plural']"
hauturières,
havanais,"['masculine', 'plural']"
havanaise,"['feminine', 'singular']"
havanaise,
havanaises,"['feminine', 'plural']"
havanaises,
havrais,"['masculine', 'plural']"
havraise,
havraise,"['feminine', 'singular']"
havraises,
havraises,"['feminine', 'plural']"
hawaiien,
hawaiienne,"['feminine', 'singular']"
hawaiienne,
hawaiiennes,
hawaiiennes,"['feminine', 'plural']"
hawaiiens,"['masculine', 'plural']"
hawaiiens,
hawaïen,
hawaïenne,"['feminine', 'singular']"
hawaïenne,
hawaïennes,"['feminine', 'plural']"
hawaïennes,
hawaïens,"['masculine', 'plural']"
hawaïens,
haïssable,
haïssables,['plural']
haïssables,
haïtien,
haïtienne,
haïtienne,"['feminine', 'singular']"
haïtiennes,
haïtiennes,"['feminine', 'plural']"
haïtiens,"['masculine', 'plural']"
haïtiens,
hebdomadaire,
hebdomadaires,['plural']
hectique,
hectiques,['plural']
hectiques,
hectométrique,
hectométriques,['plural']
helladique,
helladiques,['plural']
hellène,
hellènes,
hellènes,['plural']
hellénique,
helléniques,['plural']
helléniques,
hellénistique,
hellénistiques,['plural']
hellénistiques,
hellénophone,
hellénophones,['plural']
helminthique,
helminthiques,['plural']
helminthiques,
helmintique,
helmintiques,
helmintiques,['plural']
helvète,
helvètes,['plural']
helvètes,
helvétique,
helvétiques,
helvétiques,['plural']
hemingwayen,
hemingwayenne,
hemingwayenne,"['feminine', 'singular']"
hemingwayennes,
hemingwayennes,"['feminine', 'plural']"
hemingwayens,
hemingwayens,"['masculine', 'plural']"
hennuyer,
hennuyers,
hennuyers,"['masculine', 'plural']"
hennuyère,"['feminine', 'singular']"
hennuyère,
hennuyères,"['feminine', 'plural']"
hennuyères,
hentriacontanoïque,
hentriacontanoïques,['plural']
hentriacontanoïques,
hentriacontylique,
hentriacontyliques,['plural']
hentriacontyliques,
heptacosanoïque,
heptacosanoïques,['plural']
heptacosanoïques,
heptadécanoïque,
heptadécanoïques,
heptadécanoïques,['plural']
heptagonal,
heptagonale,"['feminine', 'singular']"
heptagonales,"['feminine', 'plural']"
heptagonaux,"['masculine', 'plural']"
heptagyne,
heptagynes,
heptagynes,['plural']
heptamètre,
heptamètres,['plural']
heptamétrique,
heptamétriques,
heptamétriques,['plural']
heptanedioïque,
heptanedioïques,['plural']
heptanedioïques,
heptanoïque,
heptanoïques,['plural']
heptanoïques,
heptarchique,
heptarchiques,
heptarchiques,['plural']
heptatomique,
heptatomiques,['plural']
heptatomiques,
heptaédrique,
heptaédriques,['plural']
heptaédriques,
heraldicomane,
heraldicomanes,
heraldicomanes,['plural']
herbacé,
herbacée,
herbacée,"['feminine', 'singular']"
herbacées,
herbacées,"['feminine', 'plural']"
herbacés,"['masculine', 'plural']"
herbacés,
herbeuse,"['feminine', 'singular']"
herbeuse,
herbeuses,
herbeuses,"['feminine', 'plural']"
herbeux,"['masculine', 'plural']"
herbivore,
herbivores,['plural']
herbivores,
herbretais,"['masculine', 'plural']"
herbretaise,"['feminine', 'singular']"
herbretaises,"['feminine', 'plural']"
herbu,
herbue,
herbue,"['feminine', 'singular']"
herbues,"['feminine', 'plural']"
herbues,
herbus,"['masculine', 'plural']"
herbus,
herculéen,
herculéenne,"['feminine', 'singular']"
herculéenne,
herculéennes,"['feminine', 'plural']"
herculéennes,
herculéens,
herculéens,"['masculine', 'plural']"
hercynien,
hercynienne,
hercynienne,"['feminine', 'singular']"
hercyniennes,"['feminine', 'plural']"
hercyniennes,
hercyniens,
hercyniens,"['masculine', 'plural']"
hermais,"['masculine', 'plural']"
hermaise,
hermaise,"['feminine', 'singular']"
hermaises,
hermaises,"['feminine', 'plural']"
hermaphrodite,
hermaphrodites,['plural']
hermaphrodites,
hermitien,
hermitienne,"['feminine', 'singular']"
hermitienne,
hermitiennes,
hermitiennes,"['feminine', 'plural']"
hermitiens,"['masculine', 'plural']"
hermitiens,
herméneutique,
herméneutiques,['plural']
herméneutiques,
hermétique,
hermétiques,['plural']
hermétiques,
herniaire,
herniaires,['plural']
herniaires,
hernieuse,
hernieuse,"['feminine', 'singular']"
hernieuses,"['feminine', 'plural']"
hernieuses,
hernieux,"['masculine', 'plural']"
hernié,
herniée,"['feminine', 'singular']"
herniée,
herniées,"['feminine', 'plural']"
herniées,
herniés,
herniés,"['masculine', 'plural']"
herpétique,
herpétiques,
herpétiques,['plural']
herpétologique,
herpétologiques,['plural']
herpétologiques,
hertzien,
hertzienne,"['feminine', 'singular']"
hertzienne,
hertziennes,"['feminine', 'plural']"
hertziennes,
hertziens,
hertziens,"['masculine', 'plural']"
hesbignon,
hesbignonne,
hesbignonne,"['feminine', 'singular']"
hesbignonnes,"['feminine', 'plural']"
hesbignonnes,
hesbignons,
hesbignons,"['masculine', 'plural']"
hespagnol,
hespagnole,
hespagnole,"['feminine', 'singular']"
hespagnoles,"['feminine', 'plural']"
hespagnoles,
hespagnols,"['masculine', 'plural']"
hespagnols,
hessien,
hessienne,
hessienne,"['feminine', 'singular']"
hessiennes,
hessiennes,"['feminine', 'plural']"
hessiens,"['masculine', 'plural']"
hessiens,
hessois,"['masculine', 'plural']"
hessoise,"['feminine', 'singular']"
hessoise,
hessoises,"['feminine', 'plural']"
hessoises,
heureuse,"['feminine', 'singular']"
heureuse,
heureuses,
heureuses,"['feminine', 'plural']"
heureux,"['masculine', 'plural']"
heuristique,
heuristiques,
heuristiques,['plural']
heurtant,
heurtante,"['feminine', 'singular']"
heurtantes,"['feminine', 'plural']"
heurtants,"['masculine', 'plural']"
heurté,
heurtée,"['feminine', 'singular']"
heurtées,"['feminine', 'plural']"
heurtés,"['masculine', 'plural']"
hexacanthe,
hexacanthes,['plural']
hexacanthes,
hexacoralliaire,
hexacoralliaires,['plural']
hexacosanoïque,
hexacosanoïques,['plural']
hexacosanoïques,
hexadenté,
hexadentée,"['feminine', 'singular']"
hexadentée,
hexadentées,
hexadentées,"['feminine', 'plural']"
hexadentés,
hexadentés,"['masculine', 'plural']"
hexadécanoïque,
hexadécanoïques,['plural']
hexadécanoïques,
hexadécimal,
hexadécimale,
hexadécimale,"['feminine', 'singular']"
hexadécimales,"['feminine', 'plural']"
hexadécimales,
hexadécimaux,"['masculine', 'plural']"
hexadécimaux,
hexaeïcosanoïque,
hexaeïcosanoïques,['plural']
hexaeïcosanoïques,
hexagonal,
hexagonale,"['feminine', 'singular']"
hexagonale,
hexagonales,
hexagonales,"['feminine', 'plural']"
hexagonaux,"['masculine', 'plural']"
hexagonaux,
hexagone,
hexagones,['plural']
hexamètre,
hexamètres,
hexamètres,['plural']
hexanoïque,
hexanoïques,['plural']
hexanoïques,
hexatique,
hexatiques,['plural']
hexatiques,
hexatomique,
hexatomiques,
hexatomiques,['plural']
hexatriacontanoïque,
hexatriacontanoïques,
hexatriacontanoïques,['plural']
hexaèdre,
hexaèdres,
hexaèdres,['plural']
hexaédrique,
hexaédriques,['plural']
hexaédriques,
hexaénoïque,
hexaénoïques,['plural']
hexaénoïques,
hiatal,
hiatale,
hiatale,"['feminine', 'singular']"
hiatales,
hiatales,"['feminine', 'plural']"
hiataux,"['masculine', 'plural']"
hiataux,
hiatique,
hiatiques,
hiatiques,['plural']
hideuse,
hideuse,"['feminine', 'singular']"
hideuses,"['feminine', 'plural']"
hideuses,
hideux,"['masculine', 'plural']"
hilalien,
hilalienne,"['feminine', 'singular']"
hilalienne,
hilaliennes,
hilaliennes,"['feminine', 'plural']"
hilaliens,
hilaliens,"['masculine', 'plural']"
hilarant,
hilarante,"['feminine', 'singular']"
hilarante,
hilarantes,
hilarantes,"['feminine', 'plural']"
hilarants,
hilarants,"['masculine', 'plural']"
hilare,
hilares,['plural']
hilbertien,
hilbertienne,"['feminine', 'singular']"
hilbertienne,
hilbertiennes,"['feminine', 'plural']"
hilbertiennes,
hilbertiens,"['masculine', 'plural']"
hilbertiens,
himalayen,
himalayenne,"['feminine', 'singular']"
himalayenne,
himalayennes,
himalayennes,"['feminine', 'plural']"
himalayens,
himalayens,"['masculine', 'plural']"
hindiphone,
hindiphones,['plural']
hindiphones,
hindou,
hindoue,
hindoue,"['feminine', 'singular']"
hindoues,
hindoues,"['feminine', 'plural']"
hindouiste,
hindouistes,['plural']
hindous,"['masculine', 'plural']"
hippiatrique,
hippiatriques,['plural']
hippie,
hippies,['plural']
hippique,
hippiques,['plural']
hippiques,
hippocratique,
hippocratiques,['plural']
hippodamien,
hippodamienne,"['feminine', 'singular']"
hippodamienne,
hippodamiennes,"['feminine', 'plural']"
hippodamiennes,
hippodamiens,"['masculine', 'plural']"
hippodamiens,
hippologique,
hippologiques,['plural']
hippomobile,
hippomobiles,
hippomobiles,['plural']
hippophagique,
hippophagiques,
hippophagiques,['plural']
hippurique,
hippuriques,
hippuriques,['plural']
hircin,
hircine,"['feminine', 'singular']"
hircines,
hircines,"['feminine', 'plural']"
hircins,"['masculine', 'plural']"
hircins,
hircique,
hirciques,['plural']
hirciques,
hirsute,
hirsutes,['plural']
hirsutes,
hispanique,
hispaniques,
hispaniques,['plural']
hispaniste,
hispanistes,
hispanistes,['plural']
hispanophile,
hispanophiles,['plural']
hispanophiles,
hispanophone,
hispanophones,['plural']
hispanophones,
hispide,
hispides,['plural']
histaminique,
histaminiques,['plural']
histiocytaire,
histiocytaires,
histiocytaires,['plural']
histochimique,
histochimiques,
histochimiques,['plural']
histologique,
histologiques,
histologiques,['plural']
historiciste,
historicistes,
historicistes,['plural']
historiographique,
historiographiques,
historiographiques,['plural']
historique,
historiques,
historiques,['plural']
historié,
historiée,"['feminine', 'singular']"
historiée,
historiées,"['feminine', 'plural']"
historiées,
historiés,"['masculine', 'plural']"
historiés,
histotoxique,
histotoxiques,['plural']
histrionique,
histrioniques,['plural']
histrioniques,
hitchcockien,
hitchcockienne,
hitchcockienne,"['feminine', 'singular']"
hitchcockiennes,"['feminine', 'plural']"
hitchcockiennes,
hitchcockiens,
hitchcockiens,"['masculine', 'plural']"
hitlérien,
hitlérienne,"['feminine', 'singular']"
hitlérienne,
hitlériennes,
hitlériennes,"['feminine', 'plural']"
hitlériens,"['masculine', 'plural']"
hitlériens,
hittite,
hittites,['plural']
hivernal,
hivernale,
hivernale,"['feminine', 'singular']"
hivernales,"['feminine', 'plural']"
hivernales,
hivernaux,
hivernaux,"['masculine', 'plural']"
hiémal,
hiémale,
hiémale,"['feminine', 'singular']"
hiémales,
hiémales,"['feminine', 'plural']"
hiémaux,"['masculine', 'plural']"
hiémaux,
hiérarchique,
hiérarchiques,['plural']
hiérarchiques,
hiératique,
hiératiques,['plural']
hiératiques,
hiéroglyphique,
hiéroglyphiques,
hiéroglyphiques,['plural']
hiérosolymitain,
hiérosolymitaine,"['feminine', 'singular']"
hiérosolymitaines,"['feminine', 'plural']"
hiérosolymitains,"['masculine', 'plural']"
hiérosolymite,
hiérosolymites,['plural']
hmong,
hobbesien,
hobbesienne,"['feminine', 'singular']"
hobbesienne,
hobbesiennes,"['feminine', 'plural']"
hobbesiennes,
hobbesiens,"['masculine', 'plural']"
hobbesiens,
holistique,
holistiques,['plural']
holistiques,
hollandais,"['masculine', 'plural']"
hollandaise,
hollandaise,"['feminine', 'singular']"
hollandaises,"['feminine', 'plural']"
hollandaises,
hollywoodesque,
hollywoodesques,
hollywoodesques,['plural']
hollywoodien,
hollywoodienne,"['feminine', 'singular']"
hollywoodienne,
hollywoodiennes,"['feminine', 'plural']"
hollywoodiennes,
hollywoodiens,
hollywoodiens,"['masculine', 'plural']"
holmesien,
holmesienne,"['feminine', 'singular']"
holmesienne,
holmesiennes,"['feminine', 'plural']"
holmesiennes,
holmesiens,
holmesiens,"['masculine', 'plural']"
holocène,
holocènes,
holocènes,['plural']
hologame,
hologames,['plural']
hologames,
hologrammatique,
hologrammatiques,['plural']
hologrammatiques,
holographique,
holographiques,
holographiques,['plural']
holomorphe,
holomorphes,
holomorphes,['plural']
holométabole,
holométaboles,['plural']
holométrique,
holométriques,['plural']
holophrastique,
holophrastiques,['plural']
holophylétique,
holophylétiques,['plural']
holophylétiques,
holoédrique,
holoédriques,
holoédriques,['plural']
homicide,
homicides,['plural']
homilétique,
homilétiques,['plural']
hominivore,
hominivores,['plural']
hominivores,
hommasse,
hommasses,['plural']
hommasses mfpl,['canonical']
homo,
homocentrique,
homocentriques,
homocentriques,['plural']
homocerque,
homocerques,['plural']
homocerques,
homocinétique,
homocinétiques,['plural']
homocyclique,
homocycliques,['plural']
homodiégétique,
homodiégétiques,
homodiégétiques,['plural']
homogame,
homogames,['plural']
homogamétique,
homogamétiques,['plural']
homographique,
homographiques,['plural']
homogène,
homogènes,
homogènes,['plural']
homogénéisé,
homogénéisée,"['feminine', 'singular']"
homogénéisée,
homogénéisées,"['feminine', 'plural']"
homogénéisées,
homogénéisés,
homogénéisés,"['masculine', 'plural']"
homolactique,
homolactiques,
homolactiques,['plural']
homologable,
homologables,['plural']
homologique,
homologiques,['plural']
homologiques mfpl,['canonical']
homologue,
homologues,['plural']
homolécithe,
homolécithes,['plural']
homolécithes,
homomorphe,
homomorphes,
homomorphes,['plural']
homomorphique,
homomorphiques,
homomorphiques,['plural']
homonucléaire,
homonucléaires,
homonucléaires,['plural']
homonyme,
homonymes,['plural']
homonymique,
homonymiques,['plural']
homophobe,
homophobes,
homophobes,['plural']
homophone,
homophones,['plural']
homophtalique,
homophtaliques,['plural']
homophtaliques,
homoplasique,
homoplasiques,
homoplasiques,['plural']
homorgane,
homorganes,['plural']
homorganes,
homorganique,
homorganiques,['plural']
homorythmique,
homorythmiques,['plural']
homos,['plural']
homoscédastique,
homoscédastiques,['plural']
homoscédastiques,
homosexuel,
homosexuelle,
homosexuelle,"['feminine', 'singular']"
homosexuelles,
homosexuelles,"['feminine', 'plural']"
homosexuels,"['masculine', 'plural']"
homosexuels,
homotaxique,
homotaxiques,
homotaxiques,['plural']
homothermal,
homothermale,
homothermale,"['feminine', 'singular']"
homothermales,
homothermales,"['feminine', 'plural']"
homothermaux,
homothermaux,"['masculine', 'plural']"
homothétique,
homothétiques,['plural']
homothétiques mfpl,['canonical']
homotopique,
homotopiques,
homotopiques,['plural']
homotypique,
homotypiques,['plural']
homotypiques mfpl,['canonical']
homoérotique,
homoérotiques,
homoérotiques,['plural']
homsiote,
homsiotes,['plural']
homsiotes,
homéomorphe,
homéomorphes,['plural']
homéomorphes,
homéopathique,
homéopathiques,['plural']
homéopathiques,
homéostatique,
homéostatiques,['plural']
homéostatiques,
homéotherme,
homéothermes,['plural']
homéothermes,
homéotique,
homéotiques,['plural']
homéotiques,
homérien,
homérienne,
homérienne,"['feminine', 'singular']"
homériennes,"['feminine', 'plural']"
homériennes,
homériens,
homériens,"['masculine', 'plural']"
homérique,
homériques,
homériques,['plural']
homœomorphe,
homœomorphes,['plural']
homœomorphes,
homœopathique,
homœopathiques,['plural']
homœopathiques,
homœotherme,
homœothermes,['plural']
homœothermes,
hon.,
hondurien,
hondurienne,
hondurienne,"['feminine', 'singular']"
honduriennes,"['feminine', 'plural']"
honduriennes,
honduriens,"['masculine', 'plural']"
honduriens,
hongkongais,"['masculine', 'plural']"
hongkongaise,"['feminine', 'singular']"
hongkongaise,
hongkongaises,"['feminine', 'plural']"
hongkongaises,
hongre,
hongres,['plural']
hongrois,"['masculine', 'plural']"
hongroise,"['feminine', 'singular']"
hongroise,
hongroises,
hongroises,"['feminine', 'plural']"
honneste,
honnestes,['plural']
honnestes,
honnête,
honnêtes,
honnêtes,['plural']
honorable,
honorables,
honorables,['plural']
honoraire,
honoraires,
honoraires,['plural']
honorifique,
honorifiques,
honorifiques,['plural']
honteuse,"['feminine', 'singular']"
honteuse,
honteuses,"['feminine', 'plural']"
honteuses,
honteux,"['masculine', 'plural']"
honête,
honêtes,['plural']
horaire,
horaires,['plural']
horisontal,
horisontale,"['feminine', 'singular']"
horisontale,
horisontales,"['feminine', 'plural']"
horisontales,
horisontaux,"['masculine', 'plural']"
horisontaux,
horizontal,
horizontale,"['feminine', 'singular']"
horizontale,
horizontales,
horizontales,"['feminine', 'plural']"
horizontaux,
horizontaux,"['masculine', 'plural']"
horloger,
horlogers,"['masculine', 'plural']"
horlogère,
horlogère,"['feminine', 'singular']"
horlogères,"['feminine', 'plural']"
horlogères,
hormonal,
hormonale,
hormonale,"['feminine', 'singular']"
hormonales,
hormonales,"['feminine', 'plural']"
hormonaux,
hormonaux,"['masculine', 'plural']"
horodaté,
horodatée,
horodatée,"['feminine', 'singular']"
horodatées,"['feminine', 'plural']"
horodatées,
horodatés,"['masculine', 'plural']"
horodatés,
horographique,
horographiques,['plural']
horométrique,
horométriques,['plural']
horoptérique,
horoptériques,['plural']
horoptériques,
horoscopique,
horoscopiques,['plural']
horrible,
horribles,['plural']
horribles,
horrifique,
horrifiques,
horrifiques,['plural']
horripilant,
horripilante,"['feminine', 'singular']"
horripilante,
horripilantes,"['feminine', 'plural']"
horripilantes,
horripilants,"['masculine', 'plural']"
horripilants,
hors d'affaire,
hors d'atteinte,
hors d'haleine,
hors d'usage,
hors d'âge,
hors d'état de nuire,
hors de combat,
hors de contrôle,
hors de danger,
hors de pair,
hors de portée,
hors de prix,
hors de proportion,
hors de propos,
hors de soi,
hors du commun,
hors du coup,
hors ligne,
hors norme,
hors pair,
hors service,
hors sujet,
hors-bord,['plural']
hors-bords,['plural']
hors-bords,
hors-d'œuvre,
hors-jeu,
hors-ligne,
hors-sol,
hors-texte,
horticole,
horticoles,['plural']
horticoles,
hospitalier,
hospitaliers,"['masculine', 'plural']"
hospitaliers,
hospitalière,
hospitalière,"['feminine', 'singular']"
hospitalières,
hospitalières,"['feminine', 'plural']"
hostie de,
hostile,
hostilee,
hostilees,
hostiles,
hostiles,['plural']
hot,
houiller,
houillers,
houillers,"['masculine', 'plural']"
houillère,"['feminine', 'singular']"
houillère,
houillères,"['feminine', 'plural']"
houillères,
houleuse,
houleuse,"['feminine', 'singular']"
houleuses,"['feminine', 'plural']"
houleuses,
houleux,"['masculine', 'plural']"
houthiste,
houthistes,['plural']
houthistes,
hugolien,
hugolienne,"['feminine', 'singular']"
hugoliennes,"['feminine', 'plural']"
hugoliens,"['masculine', 'plural']"
huguenot,
huguenote,"['feminine', 'singular']"
huguenote,
huguenotes,
huguenotes,"['feminine', 'plural']"
huguenots,"['masculine', 'plural']"
huileuse,
huileuse,"['feminine', 'singular']"
huileuses,
huileuses,"['feminine', 'plural']"
huileux,"['masculine', 'plural']"
huilier,
huiliers,"['masculine', 'plural']"
huiliers,
huilière,
huilière,"['feminine', 'singular']"
huilières,"['feminine', 'plural']"
huitantième,
huitantièmes,['plural']
huitantièmes,
huitième,
huitièmes,
huitièmes,['plural']
huitrier,
huitriers,"['masculine', 'plural']"
huitrière,"['feminine', 'singular']"
huitrière,
huitrières,
huitrières,"['feminine', 'plural']"
hullois,"['masculine', 'plural']"
hulloise,
hulloise,"['feminine', 'singular']"
hulloises,"['feminine', 'plural']"
hulloises,
hululeur,
hululeurs,
hululeurs,"['masculine', 'plural']"
hululeuse,"['feminine', 'singular']"
hululeuse,
hululeuses,
hululeuses,"['feminine', 'plural']"
humain,
humaine,
humaine,"['feminine', 'singular']"
humaines,"['feminine', 'plural']"
humaines,
humains,
humains,"['masculine', 'plural']"
humaniste,
humanistes,['plural']
humanistique,
humanistiques,['plural']
humanitaire,
humanitaires,['plural']
humanitaires,
humanoïde,
humanoïdes,['plural']
humanoïdes,
humble,
humbles,['plural']
humbles,
humicole,
humicoles,['plural']
humide,
humides,
humides,['plural']
humifère,
humifères,['plural']
humiliant,
humiliante,
humiliante,"['feminine', 'singular']"
humiliantes,"['feminine', 'plural']"
humiliantes,
humiliants,"['masculine', 'plural']"
humiliants,
humique,
humiques,
humiques,['plural']
humoral,
humorale,
humorale,"['feminine', 'singular']"
humorales,
humorales,"['feminine', 'plural']"
humoraux,"['masculine', 'plural']"
humoraux,
humoristique,
humoristiques,['plural']
humoristiques,
huméral,
humérale,"['feminine', 'singular']"
humérale,
humérales,
humérales,"['feminine', 'plural']"
huméraux,"['masculine', 'plural']"
huméraux,
hunnique,
hunniques,['plural']
hunniques,
hunnu,
hunnue,"['feminine', 'singular']"
hunnues,"['feminine', 'plural']"
hunnus,"['masculine', 'plural']"
huppé,
huppée,
huppée,"['feminine', 'singular']"
huppées,"['feminine', 'plural']"
huppées,
huppés,"['masculine', 'plural']"
huppés,
hurlant,
hurlante,
hurlante,"['feminine', 'singular']"
hurlantes,
hurlantes,"['feminine', 'plural']"
hurlants,
hurlants,"['masculine', 'plural']"
hurluberlu,
hurluberlue,"['feminine', 'singular']"
hurluberlues,"['feminine', 'plural']"
hurluberlus,"['masculine', 'plural']"
huron,
huron-wendat,
huron-wendats,
huronien,
huronienne,"['feminine', 'singular']"
huronienne,
huroniennes,
huroniennes,"['feminine', 'plural']"
huroniens,
huroniens,"['masculine', 'plural']"
huronne,"['feminine', 'singular']"
huronne,
huronne-wendate,"['feminine', 'singular']"
huronne-wendate,
huronne-wendates,
huronnes,
huronnes,"['feminine', 'plural']"
huronnes-wendates,
huronnes-wendates,"['feminine', 'plural']"
hurons,"['masculine', 'plural']"
hurons,
hurons-wendats,"['masculine', 'plural']"
hurons-wendats,
husseinite,
husseinites,['plural']
husseinites,
hussite,
hussites,['plural']
hutu,
hutus,['plural']
hutus,
huîtrier,
huîtriers,"['masculine', 'plural']"
huîtriers,
huîtrière,
huîtrière,"['feminine', 'singular']"
huîtrières,"['feminine', 'plural']"
hyaloïde,
hyaloïdes,['plural']
hyaloïdes,
hyaloïdien,
hyaloïdienne,
hyaloïdienne,"['feminine', 'singular']"
hyaloïdiennes,"['feminine', 'plural']"
hyaloïdiennes,
hyaloïdiens,"['masculine', 'plural']"
hyaloïdiens,
hyaluronique,
hyaluroniques,['plural']
hyaluroniques,
hybride,
hybrides,['plural']
hybrides,
hybridé,
hybridée,"['feminine', 'singular']"
hybridées,"['feminine', 'plural']"
hybridés,"['masculine', 'plural']"
hydnocarpique,
hydnocarpiques,
hydnocarpiques,['plural']
hydratable,
hydratables,['plural']
hydratant,
hydratante,
hydratante,"['feminine', 'singular']"
hydratantes,
hydratantes,"['feminine', 'plural']"
hydratants,"['masculine', 'plural']"
hydratants,
hydraulique,
hydrauliques,
hydrauliques,['plural']
hydrazoïque,
hydrazoïques,
hydrazoïques,['plural']
hydriodique,
hydriodiques,
hydriodiques,['plural']
hydrique,
hydriques,
hydriques,['plural']
hydro-électrique,
hydro-électriques,['plural']
hydroalcoolique,
hydroalcooliques,['plural']
